City Name,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Luleå,65.58,22.15,48.2,93,75,9.17,SE,1601788812
Sharjah city,25.36,55.4,87.8,70,0,5.82,AE,1601788810
Ati,13.22,18.34,81.9,62,100,7.45,TD,1601788813
Victor Harbor,-35.57,138.62,54.0,90,100,4.0,AU,1601788813
Nur-Sultan,51.18,71.45,44.6,70,100,4.47,KZ,1601788693
Leningradskiy,69.38,178.42,30.87,95,100,13.22,RU,1601788813
Praia da Vitória,38.73,-27.07,69.01,94,75,11.48,PT,1601788814
Nizhnevartovsk,60.93,76.55,32.0,92,75,8.95,RU,1601788814
Walvis Bay,-22.96,14.51,53.01,81,68,1.12,NA,1601788708
Kuybysheve,47.36,36.65,55.56,50,19,8.23,UA,1601788815
Yar-Sale,66.83,70.83,34.95,80,10,18.61,RU,1601788815
Anchorage,61.22,-149.9,51.8,57,75,11.41,US,1601788815
Saint Anthony,45.02,-93.22,44.01,93,1,4.23,US,1601788816
Marzuq,14.4,46.47,77.32,21,21,1.5,YE,1601788816
Gamba,-2.65,10.0,77.05,88,100,6.76,GA,1601788816
Qaqortoq,60.72,-46.03,30.2,68,100,2.24,GL,1601788816
Vanderhoof,54.02,-124.02,58.57,76,100,1.74,CA,1601788817
Jiuquan,39.74,98.52,50.74,38,31,4.68,CN,1601788817
Ajka,47.1,17.56,59.0,82,90,11.41,HU,1601788817
Nelson Bay,-32.72,152.15,86.0,33,0,11.41,AU,1601788818
Salamiyah,35.01,37.05,66.45,79,1,6.22,SY,1601788818
Mehamn,71.04,27.85,43.65,83,11,9.8,NO,1601788818
Doha,25.29,51.53,89.6,70,0,4.7,QA,1601788681
Jardim,-21.48,-56.14,74.88,58,4,4.45,BR,1601788819
La Asuncion,11.03,-63.86,68.0,100,25,13.87,VE,1601788819
Saint-Louis,16.33,-15.0,80.08,73,2,17.05,SN,1601788819
Zhigansk,66.77,123.37,32.9,98,100,14.54,RU,1601788819
Grand Gaube,-20.01,57.66,77.0,71,63,5.01,MU,1601788820
Kununurra,-15.77,128.73,95.0,39,46,10.29,AU,1601788820
Talcahuano,-36.72,-73.12,48.2,76,14,5.82,CL,1601788821
Aksu,41.12,80.26,65.12,27,50,3.29,CN,1601788821
Moerai,-22.43,-151.33,75.94,76,78,5.59,PF,1601788821
Arica,-18.48,-70.3,62.01,78,89,1.01,CL,1601788673
Matamoros,25.53,-103.25,69.01,34,0,2.68,MX,1601788822
Oranjemund,-28.55,16.43,55.62,87,0,4.21,NA,1601788822
Nouakchott,18.09,-15.98,77.0,73,0,8.05,MR,1601788822
Bereket,39.24,55.52,66.65,25,0,11.1,TM,1601788822
Mungwi,-10.17,31.37,67.1,49,0,4.74,ZM,1601788823
Verāval,20.9,70.37,83.98,72,26,9.42,IN,1601788823
Pokosnoye,55.53,101.05,44.4,58,77,4.59,RU,1601788823
Valdivia,-39.81,-73.25,37.4,93,0,2.13,CL,1601788824
Alexandria,31.22,29.96,68.0,88,0,6.93,EG,1601788824
Kurayoshi,35.43,133.82,77.0,69,75,6.93,JP,1601788824
Hirado,33.36,129.55,80.6,65,75,4.7,JP,1601788824
Derzhavīnsk,51.1,66.32,51.94,70,63,15.7,KZ,1601788825
St. George's,12.06,-61.75,82.4,78,75,9.17,GD,1601788825
Krishnarājpet,12.65,76.49,75.2,78,40,11.41,IN,1601788826
Necochea,-38.55,-58.74,34.0,83,0,6.38,AR,1601788826
New Braunfels,29.7,-98.12,69.01,72,1,5.59,US,1601788826
Samarkand,39.65,66.96,64.4,25,76,9.17,UZ,1601788826
Changji,44.02,87.32,62.6,23,71,4.47,CN,1601788827
Noratus,40.38,45.18,50.09,78,33,5.99,AM,1601788827
Ivdel',60.69,60.42,38.66,71,0,5.5,RU,1601788827
Landerneau,48.45,-4.25,51.8,93,74,5.82,FR,1601788827
Yaan,7.38,8.57,73.08,99,99,4.52,NG,1601788828
Puerto del Rosario,28.5,-13.86,69.8,94,75,13.87,ES,1601788741
Panabá,21.28,-88.27,74.46,97,100,14.99,MX,1601788828
Tagusao,9.19,117.81,84.83,72,91,12.93,PH,1601788828
Bara,10.37,10.73,71.8,82,37,1.72,NG,1601788829
Pochutla,15.74,-96.47,77.0,89,97,2.39,MX,1601788829
Casas Grandes,30.37,-107.95,60.01,29,0,1.99,MX,1601788829
Eureka,40.8,-124.16,57.0,95,1,3.22,US,1601788703
Kumul,42.8,93.45,64.45,22,86,4.18,CN,1601788830
Mokhsogollokh,61.47,128.92,39.33,65,0,6.02,RU,1601788830
Sioux Lookout,50.1,-91.92,30.2,92,40,2.24,CA,1601788830
Vestmanna,62.16,-7.17,55.4,87,100,10.29,FO,1601788830
Naantali,60.47,22.02,54.0,87,20,13.87,FI,1601788831
Coahuayana Viejo,18.73,-103.68,75.29,71,0,3.47,MX,1601788831
San Joaquin,10.26,-67.79,73.18,81,57,1.61,VE,1601788831
Sambava,-14.27,50.17,76.75,70,89,6.33,MG,1601788831
São Paulo de Olivença,-3.38,-68.87,72.64,95,77,1.52,BR,1601788832
Asilah,35.47,-6.03,53.6,76,40,4.7,MA,1601788832
Kirakira,-10.45,161.92,83.25,72,22,8.95,SB,1601788832
Majene,-3.54,118.97,87.51,55,26,8.88,ID,1601788833
Chapais,49.78,-74.85,33.8,86,90,1.3,CA,1601788660
Clyde River,70.47,-68.59,23.0,79,90,5.82,CA,1601788833
‘Āhuimanu,21.44,-157.84,80.6,69,75,6.93,US,1601788833
Babu,24.42,111.52,86.09,70,30,7.18,CN,1601788727
Oštra Luka,45.0,18.59,60.8,87,40,3.36,BA,1601788834
Petropavlivka,48.46,36.44,56.37,43,15,8.28,UA,1601788694
Sur,22.57,59.53,92.37,32,0,3.53,OM,1601788834
Grua,60.27,10.67,55.4,76,90,14.99,NO,1601788834
Nānākuli,21.39,-158.15,84.2,54,75,6.93,US,1601788835
Barcelos,41.54,-8.62,57.2,93,20,10.38,PT,1601788835
Hamilton,39.18,-84.53,55.99,87,90,5.1,US,1601788835
Danshui,22.8,114.47,91.0,98,26,3.0,CN,1601788606
Enid,36.4,-97.88,53.6,81,1,3.36,US,1601788836
Bilibino,68.05,166.44,27.7,94,92,3.13,RU,1601788757
Boa Vista,2.82,-60.67,84.2,62,76,4.7,BR,1601788836
Koumac,-20.57,164.28,75.51,60,1,19.6,NC,1601788837
Alyangula,-13.85,136.42,89.6,46,75,5.82,AU,1601788837
Arrondissement de Millau,44.08,2.92,52.0,93,90,11.41,FR,1601788837
Nyalikungu,-3.18,33.78,70.88,53,29,10.09,TZ,1601788838
Bairiki Village,1.33,172.98,84.2,70,75,4.7,KI,1601788838
Trairi,-3.28,-39.27,77.99,79,65,12.57,BR,1601788652
Barra Patuca,15.8,-84.28,79.41,82,59,1.16,HN,1601788838
Elliot,-31.33,27.85,49.59,68,22,1.9,ZA,1601788839
Vila Franca do Campo,37.72,-25.43,68.0,88,75,12.75,PT,1601788839
Port-Gentil,-0.72,8.78,77.72,87,100,12.19,GA,1601788839
Shimoda,34.67,138.95,78.8,74,75,9.17,JP,1601788839
Xiaoweizhai,26.19,107.51,77.0,80,97,2.24,CN,1601788839
Portland,45.52,-122.68,64.99,77,1,3.36,US,1601788599
Dingle,11.0,122.67,87.35,71,60,3.56,PH,1601788840
Cedar City,37.68,-113.06,51.8,20,1,2.82,US,1601788840
Tamandaré,-8.76,-35.1,73.63,83,54,6.22,BR,1601788841
Hīt,33.64,42.83,82.31,19,0,11.39,IQ,1601788841
Paraná,-31.73,-60.52,53.01,60,100,1.99,AR,1601788841
Cairns,-16.92,145.77,84.2,45,40,20.8,AU,1601788685
Sumbe,-11.21,13.84,71.24,90,40,2.51,AO,1601788841
Date,42.47,140.87,61.03,78,100,5.84,JP,1601788842
Bratsk,56.13,101.61,41.0,65,75,6.71,RU,1601788842
Oxford,51.75,-1.26,48.2,93,100,13.87,GB,1601788545
Ossora,59.24,163.07,45.82,58,43,6.17,RU,1601788731
Nabire,-3.37,135.48,79.18,79,100,7.07,ID,1601788730
Hailar,49.2,119.7,44.71,74,98,18.23,CN,1601788843
Usinsk,65.99,57.53,33.91,88,94,9.37,RU,1601788843
Maţāy,28.42,30.78,70.52,69,0,12.08,EG,1601788843
Nyurba,63.28,118.33,35.8,84,100,9.69,RU,1601788844
Varna,43.22,27.92,68.0,88,12,9.17,BG,1601788844
Saint-Joseph,-21.37,55.62,75.2,69,90,9.17,RE,1601788845
Cabedelo,-6.98,-34.83,75.2,88,75,6.93,BR,1601788845
Santa Vitória do Palmar,-33.52,-53.37,51.58,74,86,10.2,BR,1601788845
Puli,23.97,120.97,93.0,52,20,4.7,TW,1601788846
Pangkalanbuun,-2.68,111.62,92.97,45,95,6.42,ID,1601788846
Locri,38.24,16.26,73.0,78,42,14.99,IT,1601788846
Pringsewu,-5.36,104.97,86.36,67,92,4.21,ID,1601788846
Enshi,30.3,109.48,63.32,87,100,3.18,CN,1601788625
Vila,42.03,-8.16,51.01,95,100,8.01,PT,1601788847
Pizarro,4.95,-77.37,74.59,93,100,4.0,CO,1601788847
Haines Junction,60.75,-137.51,40.39,76,47,4.07,CA,1601788848
Waipawa,-41.41,175.52,62.6,63,24,26.4,NZ,1601788848
Hirara,24.8,125.28,86.0,62,20,8.05,JP,1601788848
Ekhabi,53.51,142.97,52.72,89,93,14.94,RU,1601788848
Ishigaki,24.34,124.16,86.0,66,20,11.41,JP,1601788849
Kiryat Gat,31.61,34.76,72.0,76,1,5.26,IL,1601788849
Dukat,62.55,155.55,37.74,71,34,4.65,RU,1601788849
Krasnosel'kup,65.7,82.47,30.42,98,100,25.57,RU,1601788849
Umm Kaddadah,13.6,26.69,84.6,51,43,12.1,SD,1601788850
Malye Derbety,47.95,44.68,56.84,33,100,6.02,RU,1601788850
Andrews,32.32,-102.55,64.4,39,1,13.87,US,1601788850
Bada,51.39,109.87,39.51,61,0,7.67,RU,1601788850
Chebsara,59.2,38.84,41.0,100,83,4.47,RU,1601788851
Tyler,32.35,-95.3,62.6,77,1,3.36,US,1601788611
Ketchikan,55.34,-131.65,53.6,100,40,5.82,US,1601788851
Birjand,32.87,59.22,64.4,22,0,6.93,IR,1601788852
Mizdah,31.45,12.98,73.58,21,21,3.51,LY,1601788852
Khromtau,50.25,58.43,52.81,66,0,11.1,KZ,1601788852
Soure,-0.72,-48.52,80.71,79,40,12.1,BR,1601788853
Rurrenabaque,-14.44,-67.53,71.56,93,47,0.54,BO,1601788853
Los Llanos de Aridane,28.66,-17.92,71.6,88,75,13.87,ES,1601788853
Ranong,9.97,98.63,86.0,79,20,5.82,TH,1601788853
Atherton,53.52,-2.49,51.01,99,100,6.13,GB,1601788854
Talara,-4.58,-81.27,65.05,83,98,17.58,PE,1601788854
